Name,Score,1_Score,1_Halfway Score,1_Driving Accuracy,1_Greens In Regulation,1_Putting Average,1_Stroke Differential,1_Scrambling,1_Birdie/Bogey,1_Consecutive Cuts,1_Time,2_Score,2_Halfway Score,2_Driving Accuracy,2_Greens In Regulation,2_Putting Average,2_Stroke Differential,2_Scrambling,2_Birdie/Bogey,2_Consecutive Cuts,2_Time
Collin Morikawa,7.0,7.0,4.0,64.29,66.67,1.604,0.92,50.0,1.75,2.0,2.0,0.0,0.0,71.43,73.61,1.585,4.38,57.89,2.89,1.0,3.0
Hideki Matsuyama,7.0,12.0,8.0,51.79,66.67,1.771,-0.33,66.67,1.3,5.0,2.0,11.0,4.0,69.64,79.17,1.772,1.63,53.33,2.13,2.0,3.0
Kevin Kisner,8.0,15.0,8.0,50.0,59.72,1.698,-1.08,58.62,1.07,6.0,2.0,5.0,2.0,73.21,73.61,1.585,2.53,73.68,3.83,1.0,4.0
Billy Horschel,8.0,19.0,11.0,41.07,50.0,1.694,-2.08,55.56,0.82,2.0,2.0,8.0,10.0,51.79,62.5,1.622,2.38,55.56,1.83,1.0,3.0
Matt Kuchar,8.0,15.0,7.0,66.07,59.72,1.744,0.63,62.07,1.33,2.0,3.0,13.0,11.0,64.29,65.28,1.723,0.75,72.0,2.13,4.0,10.0
Bubba Watson,8.0,12.0,8.0,41.07,51.39,1.703,1.0,74.29,1.6,1.0,10.0,14.0,6.0,71.43,66.67,1.729,0.68,54.17,1.33,2.0,21.0
Cameron Champ,8.0,15.0,7.0,62.5,68.06,1.735,-1.08,47.83,1.07,2.0,2.0,26.0,11.0,53.57,62.5,1.867,-2.12,44.44,0.68,3.0,3.0
Andrew Landry,9.0,9.0,7.0,62.5,69.44,1.76,1.14,68.18,2.14,1.0,27.0,10.0,5.0,69.64,52.78,1.526,0.84,64.71,1.58,2.0,32.0
Jordan Spieth,9.0,22.0,16.0,33.93,54.17,1.615,-1.5,48.48,0.94,3.0,10.0,18.0,10.0,48.21,58.33,1.643,-0.32,60.0,1.33,8.0,21.0
Corey Conners,9.0,15.0,9.0,62.5,73.61,1.83,0.63,47.37,1.42,1.0,3.0,19.0,7.0,62.5,75.0,1.981,-0.75,72.22,1.0,1.0,10.0
Bryson DeChambeau,9.0,16.0,9.0,58.93,66.67,1.896,-1.33,54.17,0.92,2.0,2.0,0.0,1.0,58.93,77.78,1.625,3.78,68.75,4.67,10.0,4.0
J.T. Poston,9.0,7.0,8.0,80.36,77.78,1.714,2.01,68.75,2.5,4.0,19.0,14.0,10.0,64.29,56.94,1.561,0.53,64.52,1.58,3.0,20.0
Patrick Cantlay,10.0,8.0,11.0,53.57,65.28,1.702,2.38,64.0,1.9,16.0,3.0,11.0,8.0,57.14,75.0,1.759,0.64,50.0,1.42,10.0,27.0
Sungjae Im,10.0,9.0,0.0,67.86,73.61,1.736,0.42,47.37,1.58,2.0,2.0,21.0,11.0,60.71,58.33,1.714,-0.87,46.67,1.13,3.0,3.0
Kevin Streelman,10.0,8.0,3.0,80.36,76.39,1.745,2.38,52.94,2.38,2.0,3.0,30.0,19.0,40.38,55.56,1.825,-3.24,53.13,0.56,2.0,23.0
Kevin Na,10.0,17.0,7.0,64.29,55.56,1.825,-1.58,68.75,0.82,3.0,2.0,17.0,7.0,64.29,55.56,1.825,-1.58,68.75,0.82,3.0,5.0
Nick Taylor,10.0,16.0,7.0,62.5,73.61,1.774,0.38,42.11,1.23,2.0,3.0,12.0,8.0,66.07,75.0,1.704,1.03,55.56,1.55,3.0,20.0
Graeme McDowell,10.0,14.0,10.0,66.07,65.28,1.723,0.88,68.0,1.5,1.0,3.0,31.0,19.0,62.5,55.56,1.8,-3.75,40.63,0.61,1.0,10.0
Sergio Garcia,10.0,16.0,15.0,58.93,63.89,1.739,0.0,65.38,1.5,5.0,10.0,21.0,7.0,60.71,65.28,1.787,-1.07,48.0,1.0,3.0,21.0
Henrik Stenson,10.0,11.0,7.0,75.0,65.28,1.66,1.43,64.0,1.6,1.0,21.0,13.0,5.0,62.5,55.56,1.675,0.25,68.75,1.36,12.0,34.0
Tommy Fleetwood,10.0,12.0,8.0,58.93,65.28,1.766,1.0,60.0,1.5,32.0,10.0,21.0,17.0,51.79,73.61,1.83,-1.07,42.11,0.92,31.0,21.0
Jason Kokrak,11.0,20.0,12.0,44.64,69.44,1.9,-1.0,50.0,0.85,1.0,10.0,7.0,6.0,64.29,81.94,1.746,2.43,61.54,3.0,3.0,21.0
Sung Kang,11.0,33.0,21.0,41.07,59.72,1.977,-4.25,44.83,0.54,2.0,10.0,12.0,8.0,57.69,72.22,1.808,1.26,75.0,1.88,3.0,23.0
Mackenzie Hughes,11.0,7.0,7.0,48.21,56.94,1.634,0.92,74.19,1.89,9.0,2.0,16.0,7.0,62.5,66.67,1.708,0.38,54.17,1.36,3.0,3.0
Patrick Reed,12.0,7.0,5.0,73.21,68.06,1.776,0.92,82.61,2.6,8.0,2.0,15.0,7.0,46.43,68.06,1.776,0.63,52.17,1.5,1.0,3.0
Rory McIlroy,12.0,7.0,3.0,50.0,62.5,1.733,0.92,66.67,1.8,19.0,2.0,7.0,3.0,50.0,62.5,1.733,0.92,66.67,1.8,19.0,5.0
Lucas Herbert,13.0,22.0,14.0,50.0,65.28,1.83,-1.5,56.0,0.85,3.0,10.0,20.0,16.0,55.36,54.17,1.718,-0.37,27.27,0.5,2.0,45.0
Tyler Duncan,13.0,14.0,6.0,76.79,69.44,1.72,0.28,72.73,2.43,4.0,4.0,0.0,0.0,89.29,83.33,1.7,3.47,91.67,19.0,3.0,19.0
Matthew Wolff,13.0,5.0,3.0,66.07,77.78,1.714,2.05,68.75,3.8,2.0,1.0,3.0,1.0,69.64,69.44,1.5,3.03,54.55,2.58,1.0,4.0
Max Homa,14.0,3.0,7.0,64.29,77.78,1.696,2.55,68.75,4.4,1.0,1.0,19.0,11.0,50.0,58.33,1.786,-0.49,60.0,0.93,2.0,23.0
Joaquin Niemann,14.0,18.0,12.0,53.57,56.94,1.756,-1.83,64.52,0.92,2.0,2.0,13.0,10.0,55.36,61.11,1.659,1.13,67.86,1.73,4.0,3.0
Jon Rahm,14.0,6.0,7.0,46.43,69.44,1.72,1.17,77.27,2.43,9.0,2.0,12.0,11.0,67.86,70.83,1.686,1.38,47.62,1.75,3.0,3.0
Keegan Bradley,14.0,15.0,9.0,62.5,75.0,1.759,0.63,33.33,1.23,2.0,3.0,13.0,6.0,58.93,76.39,1.782,0.53,58.82,2.0,1.0,4.0
Marc Leishman,14.0,18.0,9.0,46.43,52.78,1.632,-1.83,50.0,0.76,2.0,2.0,18.0,9.0,46.43,52.78,1.632,-1.83,50.0,0.76,2.0,5.0
Michael Thompson,15.0,0.0,0.0,67.86,83.33,1.717,3.3,83.33,7.33,1.0,1.0,17.0,5.0,73.21,69.44,1.8,-0.47,63.64,1.78,4.0,4.0
Gary Woodland,15.0,7.0,10.0,57.14,72.22,1.615,2.63,50.0,2.3,1.0,3.0,9.0,8.0,48.21,65.28,1.745,1.75,76.0,2.13,2.0,10.0
Matt Jones,16.0,9.0,10.0,58.93,65.28,1.617,2.13,64.0,2.2,1.0,3.0,18.0,8.0,66.07,66.67,1.833,-1.03,66.67,1.09,3.0,19.0
Cameron Smith,16.0,15.0,4.0,55.36,65.28,1.638,-1.08,40.0,1.2,6.0,2.0,15.0,4.0,55.36,65.28,1.638,-1.08,40.0,1.2,6.0,5.0
Viktor Hovland,16.0,11.0,6.0,64.29,75.0,1.778,-0.08,55.56,1.44,12.0,2.0,4.0,5.0,75.0,70.83,1.667,3.38,47.62,2.27,6.0,3.0
Jazz Janewattananond,16.0,21.0,15.0,55.36,58.33,1.81,-1.25,60.0,0.86,4.0,10.0,9.0,6.0,62.5,68.06,1.653,1.93,60.87,2.11,3.0,21.0
Matt Wallace,16.0,15.0,11.0,44.64,61.11,1.682,0.63,60.71,1.23,2.0,3.0,9.0,3.0,51.79,76.39,1.782,1.53,82.35,3.0,1.0,4.0
Robert MacIntyre,16.0,17.0,13.0,50.0,61.11,1.75,-0.25,64.29,1.25,3.0,10.0,10.0,6.0,64.29,69.44,1.68,1.68,59.09,2.0,2.0,21.0
Victor Perez,17.0,21.0,20.0,44.64,68.06,1.735,-1.25,30.43,1.0,2.0,10.0,4.0,3.0,62.5,65.28,1.66,3.18,80.0,2.71,1.0,21.0
Tony Finau,17.0,3.0,1.0,51.79,83.33,1.667,2.55,50.0,3.5,3.0,1.0,11.0,7.0,41.07,63.89,1.761,-0.08,65.38,1.38,2.0,2.0
Brandt Snedeker,18.0,13.0,14.0,66.07,66.67,1.75,0.75,54.17,1.5,1.0,10.0,8.0,8.0,50.0,66.67,1.688,1.39,70.83,2.43,7.0,27.0
Paul Casey,18.0,7.0,6.0,60.71,70.83,1.765,2.25,61.9,2.22,14.0,10.0,17.0,13.0,58.93,63.89,1.652,-0.07,46.15,1.07,9.0,21.0
Ian Poulter,20.0,7.0,6.0,62.5,63.89,1.63,2.63,69.23,2.2,12.0,3.0,11.0,14.0,50.0,61.11,1.682,1.51,71.43,1.89,5.0,23.0
Danny Willett,20.0,7.0,7.0,69.64,79.17,1.702,2.03,73.33,4.2,1.0,4.0,17.0,10.0,57.14,72.22,1.846,-0.25,65.0,1.27,1.0,10.0
Tyrrell Hatton,20.0,5.0,1.0,57.14,69.44,1.7,1.42,68.18,2.0,3.0,2.0,7.0,3.0,66.07,69.44,1.62,2.03,72.73,3.67,15.0,4.0
Adam Hadwin,21.0,14.0,8.0,55.36,63.89,1.739,0.88,61.54,1.5,5.0,3.0,7.0,4.0,71.43,84.72,1.754,2.03,81.82,4.0,4.0,4.0
C.T. Pan,21.0,16.0,11.0,64.29,63.89,1.674,0.38,50.0,1.31,1.0,3.0,7.0,9.0,42.86,75.0,1.778,2.28,94.44,4.25,3.0,20.0
Bernd Wiesberger,22.0,8.0,9.0,67.86,76.39,1.691,1.3,58.82,2.09,1.0,1.0,16.0,15.0,51.79,55.56,1.65,0.0,65.63,1.38,7.0,10.0
Shaun Norris,23.0,16.0,12.0,58.93,55.56,1.75,0.0,65.63,1.25,2.0,10.0,20.0,12.0,42.31,66.67,1.688,-0.74,41.67,1.2,1.0,23.0
Haotong Li,23.0,13.0,3.0,67.86,59.72,1.605,0.93,58.62,1.58,2.0,21.0,11.0,7.0,62.5,62.5,1.689,0.75,66.67,1.8,1.0,34.0
Rafa Cabrera Bello,28.0,9.0,10.0,60.71,79.17,1.719,1.05,60.0,3.0,1.0,1.0,11.0,11.0,62.5,62.5,1.711,1.25,74.07,1.67,2.0,10.0
Michael Thompson,0.0,17.0,5.0,73.21,69.44,1.8,-0.47,63.64,1.78,4.0,3.0,17.0,8.0,80.36,65.28,1.809,-0.49,68.0,1.4,1.0,18.0
Adam Long,2.0,17.0,10.0,57.14,69.44,1.76,0.13,54.55,1.27,2.0,2.0,11.0,9.0,78.57,77.78,1.732,1.01,43.75,1.67,8.0,18.0
Alex Noren,3.0,6.0,5.0,78.57,75.0,1.759,2.26,77.78,3.17,5.0,18.0,11.0,5.0,55.36,70.83,1.765,1.91,76.19,3.17,4.0,21.0
Tony Finau,3.0,11.0,7.0,41.07,63.89,1.761,-0.08,65.38,1.38,2.0,1.0,14.0,7.0,58.93,66.67,1.708,0.28,54.17,1.91,1.0,3.0
Emiliano Grillo,3.0,12.0,4.0,67.86,76.39,1.709,0.78,58.82,2.38,2.0,3.0,5.0,0.0,73.21,75.0,1.759,2.23,72.22,3.14,1.0,10.0
Cameron Tringale,3.0,11.0,3.0,55.36,80.56,1.793,1.03,71.43,2.86,1.0,3.0,8.0,7.0,64.29,77.78,1.786,1.76,68.75,3.0,6.0,18.0
Max Homa,3.0,19.0,11.0,50.0,58.33,1.786,-0.49,60.0,0.93,2.0,22.0,23.0,20.0,69.64,65.28,1.809,-1.91,36.0,0.82,1.0,23.0
Robby Shelton,3.0,14.0,7.0,75.0,72.22,1.827,-0.02,70.0,1.86,1.0,10.0,5.0,3.0,57.14,77.78,1.661,2.78,75.0,3.14,1.0,19.0
Richy Werenski,3.0,14.0,7.0,51.79,65.28,1.723,0.88,52.0,1.36,5.0,2.0,10.0,1.0,78.57,79.17,1.737,1.28,60.0,2.86,4.0,3.0
Charles Howell III,3.0,21.0,18.0,48.21,63.89,1.826,-1.25,42.31,0.87,2.0,9.0,10.0,12.0,55.36,69.44,1.68,1.53,63.64,2.25,8.0,19.0
Charl Schwartzel,3.0,15.0,8.0,53.57,62.5,1.778,-0.32,74.07,1.57,1.0,50.0,7.0,3.0,46.43,58.33,1.667,1.45,66.67,1.36,2.0,54.0
Cam Davis,5.0,10.0,6.0,69.64,68.06,1.796,0.98,69.57,2.0,5.0,10.0,9.0,6.0,57.14,77.78,1.679,1.4,50.0,2.5,1.0,32.0
Matthew Wolff,5.0,3.0,1.0,69.64,69.44,1.5,3.03,54.55,2.58,1.0,3.0,11.0,6.0,42.31,70.83,1.765,1.51,66.67,2.14,8.0,22.0
Ryan Moore,5.0,28.0,13.0,69.23,56.94,1.805,-2.74,51.61,0.56,3.0,22.0,8.0,5.0,83.93,75.0,1.759,1.84,77.78,3.0,2.0,23.0
Nick Watney,5.0,7.0,6.0,55.36,72.22,1.654,2.01,65.0,2.5,1.0,18.0,6.0,2.0,46.43,68.06,1.633,1.89,56.52,2.1,1.0,26.0
Xinjun Zhang,5.0,8.0,6.0,66.07,68.06,1.776,1.48,73.91,2.5,4.0,10.0,15.0,12.0,58.93,62.5,1.733,0.28,66.67,1.42,6.0,19.0
Bo Hoag,5.0,11.0,7.0,67.86,76.39,1.764,0.73,64.71,2.29,1.0,10.0,20.0,10.0,75.0,73.61,1.868,-1.24,52.63,0.91,7.0,18.0
Dylan Frittelli,6.0,11.0,7.0,82.14,76.39,1.782,0.72,76.47,2.14,4.0,18.0,7.0,6.0,44.64,63.89,1.609,2.28,76.92,2.63,3.0,19.0
Harris English,6.0,10.0,7.0,60.71,66.67,1.688,0.17,54.17,1.38,8.0,1.0,10.0,7.0,60.71,66.67,1.688,0.17,54.17,1.38,8.0,4.0
Talor Gooch,6.0,10.0,8.0,60.71,69.44,1.68,1.88,59.09,2.0,1.0,2.0,9.0,9.0,80.36,79.17,1.737,1.22,60.0,2.43,5.0,18.0
Sepp Straka,6.0,9.0,8.0,66.07,66.67,1.688,2.13,62.5,2.1,2.0,2.0,8.0,2.0,58.93,76.39,1.745,1.78,64.71,3.33,1.0,3.0
Doug Ghim,6.0,9.0,5.0,62.5,72.22,1.827,1.23,85.0,2.43,1.0,10.0,16.0,10.0,76.79,75.0,1.833,-0.53,55.56,1.3,1.0,18.0
Aaron Baddeley,7.0,12.0,8.0,62.5,62.5,1.622,1.03,62.96,1.91,1.0,19.0,10.0,7.0,51.79,61.11,1.705,0.89,71.43,1.88,1.0,26.0
Pat Perez,7.0,15.0,9.0,67.86,72.22,1.769,0.63,60.0,1.56,2.0,2.0,13.0,4.0,60.71,75.0,1.704,0.53,61.11,2.43,1.0,3.0
Henrik Norlander,7.0,13.0,8.0,71.43,76.39,1.782,1.13,52.94,1.5,3.0,2.0,9.0,5.0,85.71,77.78,1.804,1.53,93.75,4.5,2.0,3.0
Bernd Wiesberger,8.0,16.0,15.0,51.79,55.56,1.65,0.0,65.63,1.38,7.0,9.0,20.0,10.0,53.57,65.28,1.745,-0.82,44.0,1.0,6.0,20.0
Brice Garnett,8.0,9.0,6.0,69.64,69.44,1.74,1.23,72.73,2.83,1.0,10.0,7.0,9.0,76.79,69.44,1.68,2.28,77.27,3.17,3.0,19.0
Danny Lee,8.0,12.0,3.0,58.93,70.83,1.706,1.03,66.67,1.9,4.0,19.0,10.0,7.0,57.69,77.78,1.75,1.76,62.5,2.5,3.0,22.0
Michael Gligic,8.0,20.0,6.0,50.0,66.67,1.771,-0.34,54.17,1.5,3.0,21.0,13.0,9.0,46.43,62.5,1.733,0.14,70.37,1.63,1.0,26.0
Hank Lebioda,8.0,10.0,7.0,78.57,79.17,1.789,0.97,66.67,2.13,1.0,18.0,6.0,5.0,66.07,70.83,1.549,3.16,66.67,3.43,1.0,21.0
Sam Burns,9.0,10.0,4.0,53.57,70.83,1.706,1.88,61.9,2.38,3.0,2.0,11.0,5.0,53.57,69.44,1.68,1.03,63.64,2.5,2.0,3.0
Denny McCarthy,9.0,5.0,5.0,80.36,81.94,1.712,2.22,69.23,4.5,7.0,18.0,15.0,11.0,53.57,69.44,1.78,0.28,68.18,1.63,6.0,19.0
Rafa Cabrera Bello,9.0,11.0,11.0,62.5,62.5,1.711,1.25,74.07,1.67,2.0,9.0,22.0,12.0,48.21,58.33,1.738,-1.32,56.67,1.0,5.0,20.0
Jason Dufner,9.0,18.0,10.0,66.07,68.06,1.776,-0.12,56.52,1.23,1.0,2.0,17.0,6.0,64.29,70.83,1.784,0.15,61.9,1.63,1.0,28.0
Luke List,9.0,10.0,4.0,58.93,76.39,1.782,1.28,76.47,2.86,1.0,3.0,14.0,8.0,66.07,75.0,1.778,0.26,66.67,2.0,1.0,18.0
Kyle Stanley,9.0,5.0,0.0,78.57,77.78,1.643,2.23,56.25,2.88,2.0,10.0,10.0,5.0,85.71,83.33,1.733,0.97,41.67,2.38,1.0,18.0
Matthias Schwab,9.0,17.0,8.0,48.21,70.83,1.784,-0.25,57.14,1.27,2.0,9.0,4.0,5.0,53.57,68.06,1.612,3.18,78.26,3.8,1.0,20.0
Tom Lewis,9.0,9.0,7.0,69.64,76.39,1.673,1.53,64.71,2.75,1.0,3.0,12.0,9.0,66.07,72.22,1.827,1.92,55.0,1.36,1.0,34.0
Patrick Rodgers,9.0,13.0,7.0,60.71,68.06,1.633,0.53,52.17,1.73,1.0,3.0,11.0,4.0,50.0,73.61,1.698,0.73,73.68,2.57,2.0,10.0
Brian Harman,10.0,7.0,5.0,83.93,83.33,1.783,1.72,66.67,2.38,2.0,18.0,20.0,12.0,51.79,59.72,1.721,-0.97,58.62,1.07,1.0,19.0
Bronson Burgoon,10.0,20.0,11.0,50.0,59.72,1.651,-0.62,44.83,1.0,1.0,2.0,13.0,10.0,53.57,70.83,1.627,0.78,42.86,1.62,3.0,19.0
Chris Kirk,10.0,10.0,0.0,67.86,62.5,1.622,1.28,66.67,2.2,2.0,3.0,13.0,10.0,55.36,75.0,1.741,0.78,61.11,1.89,1.0,19.0
Chris Baker,10.0,13.0,5.0,75.0,75.0,1.741,0.53,61.11,2.0,2.0,3.0,12.0,4.0,64.29,69.44,1.74,1.03,63.64,1.78,2.0,19.0
Adam Schenk,10.0,15.0,11.0,66.07,70.83,1.745,0.63,42.86,1.29,2.0,2.0,11.0,7.0,78.57,86.11,1.806,1.03,80.0,3.75,1.0,3.0
Si Woo Kim,11.0,22.0,11.0,46.43,59.72,1.744,-1.12,51.72,1.0,3.0,2.0,15.0,6.0,58.93,65.28,1.723,0.03,76.0,2.29,2.0,3.0
Brandon Hagy,11.0,12.0,3.0,44.64,66.67,1.708,0.78,70.83,2.25,3.0,3.0,17.0,7.0,60.71,68.06,1.796,-0.77,65.22,1.5,1.0,10.0
Michael Gellerman,11.0,13.0,6.0,64.29,68.06,1.755,0.53,73.91,2.57,2.0,3.0,15.0,7.0,58.93,65.28,1.745,-0.27,64.0,1.45,1.0,10.0
Stewart Cink,11.0,10.0,10.0,60.71,66.67,1.729,1.88,79.17,2.14,1.0,2.0,12.0,8.0,64.29,73.61,1.755,0.76,63.16,2.0,3.0,18.0
Alex Cejka,11.0,16.0,8.0,73.21,65.28,1.787,-0.52,68.0,1.5,4.0,10.0,11.0,6.0,83.93,86.11,1.806,0.72,60.0,2.29,2.0,18.0
Patton Kizzire,11.0,17.0,10.0,60.71,70.83,1.647,-0.78,38.1,1.38,2.0,18.0,18.0,9.0,48.21,59.72,1.674,-0.47,55.17,1.15,1.0,19.0
Tom Hoge,11.0,6.0,6.0,67.86,61.11,1.591,2.9,78.57,2.75,4.0,28.0,13.0,6.0,62.5,75.0,1.778,0.75,77.78,3.6,1.0,35.0
Arjun Atwal,12.0,13.0,7.0,76.79,69.44,1.72,0.53,68.18,1.8,1.0,3.0,13.0,6.0,83.93,70.83,1.706,0.23,57.14,1.55,1.0,10.0
Robert Garrigus,12.0,24.0,7.0,39.29,59.72,1.814,-1.34,68.97,1.09,2.0,21.0,17.0,5.0,62.5,76.39,1.818,-0.25,64.71,2.43,1.0,35.0
Tim Wilkinson,12.0,13.0,9.0,62.5,66.67,1.688,1.13,58.33,1.58,1.0,2.0,9.0,5.0,75.0,66.67,1.646,1.23,70.83,2.57,2.0,10.0
Austin Cook,13.0,15.0,9.0,58.93,59.72,1.628,0.63,62.07,1.55,3.0,2.0,12.0,7.0,75.0,75.0,1.722,0.78,72.22,2.43,2.0,3.0
Josh Teater,13.0,16.0,7.0,66.07,72.22,1.827,-0.22,75.0,2.4,1.0,3.0,1.0,0.0,78.57,84.72,1.672,3.23,63.64,4.4,1.0,10.0
John Merrick,14.0,13.0,5.0,64.29,81.94,1.797,1.41,69.23,2.33,1.0,21.0,13.0,6.0,67.86,70.83,1.843,0.18,76.19,1.5,1.0,50.0
Kramer Hickok,14.0,14.0,10.0,82.14,73.61,1.736,0.26,52.63,1.6,1.0,18.0,11.0,6.0,60.71,66.67,1.708,1.91,83.33,3.0,2.0,21.0
Bill Haas,14.0,10.0,6.0,67.86,63.89,1.717,0.98,73.08,2.43,1.0,10.0,11.0,8.0,73.21,80.56,1.793,1.01,57.14,1.89,2.0,18.0
K.J. Choi,15.0,10.0,12.0,91.07,77.78,1.839,1.34,81.25,2.43,1.0,23.0,28.0,8.0,69.64,55.56,1.85,-2.19,50.0,0.5,1.0,42.0
Peter Uihlein,16.0,12.0,3.0,57.14,66.67,1.792,0.48,62.5,2.0,1.0,10.0,18.0,9.0,55.36,68.06,1.755,-0.74,43.48,1.13,1.0,18.0
Scott Stallings,16.0,19.0,11.0,58.93,62.5,1.689,-0.37,37.04,1.0,5.0,2.0,12.0,4.0,64.29,73.61,1.736,0.78,68.42,2.22,4.0,3.0
George McNeill,20.0,12.0,6.0,75.0,73.61,1.755,0.78,68.42,2.22,2.0,3.0,11.0,4.0,66.07,72.22,1.846,0.73,75.0,2.13,1.0,10.0
Bo Van Pelt,21.0,20.0,7.0,76.79,70.83,1.902,-1.22,71.43,1.38,1.0,3.0,16.0,6.0,73.21,77.78,1.964,-0.52,75.0,1.71,1.0,10.0
K.H. Lee,22.0,14.0,11.0,48.21,61.11,1.636,0.88,60.71,1.55,2.0,2.0,13.0,6.0,73.21,79.17,1.772,0.53,73.33,3.2,1.0,3.0
Matt Every,30.0,10.0,8.0,44.64,66.67,1.688,1.58,45.83,1.31,2.0,43.0,2.0,4.0,78.57,77.78,1.536,3.56,50.0,3.11,1.0,45.0
Xander Schauffele,0.0,9.0,11.0,53.57,69.44,1.68,2.13,59.09,2.22,8.0,1.0,0.0,0.0,53.57,69.44,1.62,2.67,77.27,4.2,14.0,3.0
Scottie Scheffler,3.0,3.0,5.0,57.14,73.61,1.717,1.92,73.68,3.4,6.0,3.0,3.0,5.0,57.14,73.61,1.717,1.92,73.68,3.4,6.0,4.0
Dustin Johnson,4.0,4.0,5.0,42.86,69.44,1.68,1.67,63.64,2.22,5.0,3.0,4.0,5.0,42.86,69.44,1.68,1.67,63.64,2.22,5.0,4.0
Justin Thomas,4.0,0.0,3.0,67.86,72.22,1.635,4.38,80.0,5.5,1.0,1.0,4.0,5.0,53.57,73.61,1.642,1.67,52.63,2.0,7.0,3.0
Tyrrell Hatton,5.0,7.0,3.0,66.07,69.44,1.62,2.03,72.73,3.67,15.0,2.0,5.0,1.0,57.14,69.44,1.7,1.42,68.18,2.0,3.0,3.0
Jon Rahm,6.0,12.0,11.0,67.86,70.83,1.686,1.38,47.62,1.75,3.0,1.0,6.0,7.0,46.43,69.44,1.72,1.17,77.27,2.43,9.0,3.0
Sebastián Muñoz,7.0,7.0,4.0,67.86,69.44,1.66,0.92,63.64,2.0,4.0,3.0,7.0,4.0,67.86,69.44,1.66,0.92,63.64,2.0,4.0,4.0
Collin Morikawa,7.0,0.0,0.0,71.43,73.61,1.585,4.38,57.89,2.89,1.0,1.0,7.0,4.0,64.29,66.67,1.604,0.92,50.0,1.75,2.0,3.0
Mackenzie Hughes,7.0,16.0,7.0,62.5,66.67,1.708,0.38,54.17,1.36,3.0,1.0,7.0,7.0,48.21,56.94,1.634,0.92,74.19,1.89,9.0,3.0
Patrick Reed,7.0,15.0,7.0,46.43,68.06,1.776,0.63,52.17,1.5,1.0,1.0,7.0,5.0,73.21,68.06,1.776,0.92,82.61,2.6,8.0,3.0
Rory McIlroy,7.0,7.0,3.0,50.0,62.5,1.733,0.92,66.67,1.8,19.0,3.0,7.0,3.0,50.0,62.5,1.733,0.92,66.67,1.8,19.0,4.0
Sungjae Im,9.0,21.0,11.0,60.71,58.33,1.714,-0.87,46.67,1.13,3.0,1.0,14.0,7.0,76.79,75.0,1.722,0.28,55.56,1.9,2.0,2.0
Harris English,10.0,10.0,7.0,60.71,66.67,1.688,0.17,54.17,1.38,8.0,3.0,10.0,7.0,60.71,66.67,1.688,0.17,54.17,1.38,8.0,4.0
Tony Finau,11.0,14.0,7.0,58.93,66.67,1.708,0.28,54.17,1.91,1.0,2.0,11.0,7.0,41.07,63.89,1.761,-0.08,65.38,1.38,2.0,3.0
Viktor Hovland,11.0,4.0,5.0,75.0,70.83,1.667,3.38,47.62,2.27,6.0,1.0,9.0,4.0,62.5,79.17,1.737,1.53,73.33,4.5,5.0,2.0
Abraham Ancer,11.0,11.0,3.0,62.5,68.06,1.796,-0.08,56.52,1.23,2.0,3.0,11.0,3.0,62.5,68.06,1.796,-0.08,56.52,1.23,2.0,4.0
Daniel Berger,12.0,12.0,8.0,50.0,58.33,1.786,-0.33,73.33,1.33,5.0,3.0,12.0,8.0,50.0,58.33,1.786,-0.33,73.33,1.33,5.0,4.0
Webb Simpson,12.0,8.0,0.0,76.79,75.0,1.704,1.78,66.67,3.5,2.0,2.0,12.0,9.0,66.07,61.11,1.705,-0.33,57.14,1.33,5.0,3.0
Hideki Matsuyama,12.0,11.0,4.0,69.64,79.17,1.772,1.63,53.33,2.13,2.0,1.0,10.0,7.0,69.64,76.39,1.764,1.28,70.59,2.75,1.0,2.0
Lanto Griffin,12.0,10.0,4.0,69.64,75.0,1.741,1.28,72.22,3.17,2.0,2.0,12.0,4.0,53.57,58.33,1.69,-0.33,60.0,1.23,6.0,3.0
Brendon Todd,14.0,15.0,5.0,71.43,76.39,1.727,0.03,52.94,1.8,2.0,2.0,14.0,3.0,67.86,61.11,1.727,-0.83,60.71,1.09,3.0,3.0
Kevin Kisner,15.0,5.0,2.0,73.21,73.61,1.585,2.53,73.68,3.83,1.0,2.0,15.0,8.0,50.0,59.72,1.698,-1.08,58.62,1.07,6.0,3.0
Cameron Smith,15.0,15.0,4.0,55.36,65.28,1.638,-1.08,40.0,1.2,6.0,3.0,15.0,4.0,55.36,65.28,1.638,-1.08,40.0,1.2,6.0,4.0
Cameron Champ,15.0,26.0,11.0,53.57,62.5,1.867,-2.12,44.44,0.68,3.0,1.0,9.0,5.0,67.86,80.56,1.759,1.53,57.14,2.56,2.0,2.0
Bryson DeChambeau,16.0,0.0,1.0,58.93,77.78,1.625,3.78,68.75,4.67,10.0,2.0,16.0,9.0,58.93,66.67,1.896,-1.33,54.17,0.92,2.0,3.0
Ryan Palmer,16.0,16.0,12.0,48.21,56.94,1.634,-1.33,41.94,0.89,6.0,3.0,16.0,12.0,48.21,56.94,1.634,-1.33,41.94,0.89,6.0,4.0
Kevin Na,17.0,17.0,7.0,64.29,55.56,1.825,-1.58,68.75,0.82,3.0,3.0,17.0,7.0,64.29,55.56,1.825,-1.58,68.75,0.82,3.0,4.0
